,text,Label,Transcript,Canonical,Error
1357,BOB BANDAGED BOTH WOUNDS WITH THE SKILL OF A DOCTOR ,TRAIN/DR3/MDSS1/SX337.wav,B AA B B AE N D AH JH D B OW TH W UW N D Z W IH DH DH AH S K IH L AH V AH D AA K T ER,B AA B B AE N D AH JH D B OW TH W UW N D Z W IH DH DH AH S K IH L AH V AH D AA K T ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1358,HE MAY TRY TO PHONE US ,TRAIN/DR3/MDSS1/SI1713.wav,HH IY M EY T R AY T UW F OW N AH S,HH IY M EY T R AY T UW F OW N AH S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1359,COTTAGE CHEESE WITH CHIVES IS DELICIOUS ,TRAIN/DR3/FDJH0/SX305.wav,K AA T AH JH CH IY Z W IH DH CH AY V Z IH Z D IH L IH SH AH S,K AA T AH JH CH IY Z W IH DH CH AY V Z IH Z D IH L IH SH AH S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1360,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR3/FDJH0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1361,THE SERMON EMPHASIZED THE NEED FOR AFFIRMATIVE ACTION ,TRAIN/DR3/FDJH0/SX215.wav,DH AH S ER M AH N EH M F AH S AY Z D DH AH N IY D F AO R AH F ER M AH T IH V AE K SH AH N,DH AH S ER M AH N EH M F AH S AY Z D DH AH N IY D F AO R AH F ER M AH T IH V AE K SH AH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1362,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR3/FDJH0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1363,THEY OFTEN THREW TIDBITS OVERBOARD ,TRAIN/DR3/FDJH0/SI1565.wav,DH EY AO F T AH N TH R UW T IH D B IH T S OW V ER B AO R D,DH EY AO F T AH N TH R UW T IH D B IH T S OW V ER B AO R D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1364,I TOOK HER WORD FOR IT  BUT IS SHE REALLY GOING WITH YOU ,TRAIN/DR3/FDJH0/SX395.wav,AY T UH K HH ER W ER D F AO R IH T B AH T IH Z SH IY R IH L IY G OW IH NG W IH DH Y UW,AY T UH K HH ER W ER D F AO R IH T B AH T IH Z SH IY R IH L IY G OW IH NG W IH DH Y UW,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1365,CROOKED  OVERLAPPING  TWISTED  OR WIDELY SPACED TEETH ,TRAIN/DR3/FDJH0/SI935.wav,K R UH K AH D OW V ER L AE P IH NG T W IH S T IH D AO R W AY D L IY S P EY S T T IY TH,K R UH K AH D OW V ER L AE P IH NG T W IH S T IH D AO R W AY D L IY S P EY S T T IY TH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1366,WESTCHESTER IS A COUNTY IN NEW YORK ,TRAIN/DR3/FDJH0/SX125.wav,W EH S T CH EH S T ER IH Z AH K AW N T IY IH N N UW Y AO R K,W EH S T CH EH S T ER IH Z AH K AW N T IY IH N N UW Y AO R K,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1367, VIRUS INFECTION NOTHING    SHE'D SCREAM AT HIM ,TRAIN/DR3/FDJH0/SI2195.wav,V AY R AH S IH N F EH K SH AH N N AH TH IH NG SH IY D S K R IY M AE T HH IH M,V AY R AH S IH N F EH K SH AH N N AH TH IH NG SH IY D S K R IY M AE T HH IH M,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1368,HELP CELEBRATE YOUR BROTHER'S SUCCESS ,TRAIN/DR3/FDJH0/SX35.wav,HH EH L P S EH L AH B R EY T Y AO R B R AH DH ER Z S AH K S EH S,HH EH L P S EH L AH B R EY T Y AO R B R AH DH ER Z S AH K S EH S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1369,LOOK FOR THESE FEATURES WHICH MAY MEAN YOU CAN SAVE  DUPLICATE COVERAGE ,TRAIN/DR3/FEME0/SI875.wav,L UH K F AO R DH IY Z F IY CH ER Z W IH CH M EY M IY N Y UW K AE N S EY V D UW P L AH K AH T K AH V ER AH JH,L UH K F AO R DH IY Z F IY CH ER Z W IH CH M EY M IY N Y UW K AE N S EY V D UW P L AH K AH T K AH V ER AH JH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1370,CHALLENGE EACH GENERAL'S INTELLIGENCE ,TRAIN/DR3/FEME0/SX65.wav,CH AE L AH N JH IY CH JH EH N ER AH L Z IH N T EH L AH JH AH N S,CH AE L AH N JH IY CH JH EH N ER AH L Z IH N T EH L AH JH AH N S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1371,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR3/FEME0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1372,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR3/FEME0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1373,YOU FEEL HIM EVERY MILE FURTHER AWAY ,TRAIN/DR3/FEME0/SI2135.wav,Y UW F IY L HH IH M EH V ER IY M AY L F ER DH ER AH W EY,Y UW F IY L HH IH M EH V ER IY M AY L F ER DH ER AH W EY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1374,THE WATER CONTAINED TOO MUCH CHLORINE AND STUNG HIS EYES ,TRAIN/DR3/FEME0/SX155.wav,DH AH W AO T ER K AH N T EY N D T UW M AH CH K L AO R IY N AH N D S T AH NG HH IH Z AY Z,DH AH W AO T ER K AH N T EY N D T UW M AH CH K L AO R IY N AH N D S T AH NG HH IH Z AY Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1375,MOVIES NEVER HAVE ENOUGH VILLAINS ,TRAIN/DR3/FEME0/SX425.wav,M UW V IY Z N EH V ER HH AE V IH N AH F V IH L AH N Z,M UW V IY Z N EH V ER HH AE V IH N AH F V IH L AH N Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1376,DOES HINDU IDEOLOGY HONOR COWS ,TRAIN/DR3/FEME0/SX245.wav,D AH Z HH IH N D UW AY D IY AA L AH JH IY AA N ER K AW Z,D AH Z HH IH N D UW AY D IY AA L AH JH IY AA N ER K AW Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1377,GUS SAW PINE TREES AND REDWOODS ON HIS WALK THROUGH SEQUOIA NATIONAL FOREST ,TRAIN/DR3/FEME0/SX335.wav,G AH S S AO P AY N T R IY Z AH N D R EH D W UH D Z AA N HH IH Z W AO K TH R UW S IH K W OY AH N AE SH AH N AH L F AO R AH S T,G AH S S AO P AY N T R IY Z AH N D R EH D W UH D Z AA N HH IH Z W AO K TH R UW S IH K W OY AH N AE SH AH N AH L F AO R AH S T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1378,THE BLOW ENCOUNTERED SILKY HAIR AND HARD BONE ,TRAIN/DR3/FEME0/SI1505.wav,DH AH B L OW IH N K AW N T ER D S IH L K IY HH EH R AH N D HH AA R D B OW N,DH AH B L OW IH N K AW N T ER D S IH L K IY HH EH R AH N D HH AA R D B OW N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1379,BIOLOGISTS USE RADIOACTIVE ISOTOPES TO STUDY MICROORGANISMS ,TRAIN/DR3/FLJD0/SX166.wav,B AY AA L AH JH IH S T S Y UW S R EY D IY OW AE K T IH V AY S AH T OW P S T UW S T AH D IY M AY K R OW AO R G AH N IH Z AH M Z,B AY AA L AH JH IH S T S Y UW S R EY D IY OW AE K T IH V AY S AH T OW P S T UW S T AH D IY M AY K R OW AO R G AH N IH Z AH M Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1380,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR3/FLJD0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1381,GENTLY PLACE JIM'S FOAM SCULPTURE IN THE BOX ,TRAIN/DR3/FLJD0/SX76.wav,JH EH N T L IY P L EY S JH IH M Z F OW M S K AH L P CH ER IH N DH AH B AA K S,JH EH N T L IY P L EY S JH IH M Z F OW M S K AH L P CH ER IH N DH AH B AA K S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1382,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR3/FLJD0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1383,PLEASE SING JUST THE CLUB THEME ,TRAIN/DR3/FLJD0/SX436.wav,P L IY Z S IH NG JH AH S T DH AH K L AH B TH IY M,P L IY Z S IH NG JH AH S T DH AH K L AH B TH IY M,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1384,THE BARRACUDA RECOILED FROM THE SERPENT'S POISONOUS FANGS ,TRAIN/DR3/FLJD0/SX346.wav,DH AH B EH R AH K UW D AH R IY K OY L D F R AH M DH AH S ER P AH N T S P OY Z AH N AH S F AE NG Z,DH AH B EH R AH K UW D AH R IY K OY L D F R AH M DH AH S ER P AH N T S P OY Z AH N AH S F AE NG Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1385,THE WORD ALSO MADE HIM FEEL HATE  SINCERE HATE  FOR THOSE SO LABELED ,TRAIN/DR3/FLJD0/SI1516.wav,DH AH W ER D AO L S OW M EY D HH IH M F IY L HH EY T S IH N S IH R HH EY T F AO R DH OW Z S OW L EY B AH L D,DH AH W ER D AO L S OW M EY D HH IH M F IY L HH EY T S IH N S IH R HH EY T F AO R DH OW Z S OW L EY B AH L D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1386,BUT IT WAS A HOPEFUL SIGN  HE TOLD HIMSELF ,TRAIN/DR3/FLJD0/SI2146.wav,B AH T IH T W AA Z AH HH OW P F AH L S AY N HH IY T OW L D HH IH M S EH L F,B AH T IH T W AA Z AH HH OW P F AH L S AY N HH IY T OW L D HH IH M S EH L F,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1387,HE SNATCHED AT IT SAVAGELY ,TRAIN/DR3/FLJD0/SI886.wav,HH IY S N AE CH T AE T IH T S AE V IH JH L IY,HH IY S N AE CH T AE T IH T S AE V IH JH L IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1388,THE IRATE ACTOR STOMPED AWAY IDIOTICALLY ,TRAIN/DR3/FLJD0/SX256.wav,DH AH AY R EY T AE K T ER S T AA M P T AH W EY IH D IY AA T IH K L IY,DH AH AY R EY T AE K T ER S T AA M P T AH W EY IH D IY AA T IH K L IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1389,THE POOR  UNLUCKY    THE TELEPHONE RANG ,TRAIN/DR3/MMSM0/SI1736.wav,DH AH P UW R AH N L AH K IY DH AH T EH L AH F OW N R AE NG,DH AH P UW R AH N L AH K IY DH AH T EH L AH F OW N R AE NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1390,CLASP THE SCREW IN YOUR LEFT HAND ,TRAIN/DR3/MMSM0/SX116.wav,K L AE S P DH AH S K R UW IH N Y AO R L EH F T HH AE N D,K L AE S P DH AH S K R UW IH N Y AO R L EH F T HH AE N D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1391,WHEN PEELING AN ORANGE  IT IS HARD NOT TO SPRAY JUICE ,TRAIN/DR3/MMSM0/SX206.wav,W EH N P IY L IH NG AE N AO R IH N JH IH T IH Z HH AA R D N AA T T UW S P R EY JH UW S,W EH N P IY L IH NG AE N AO R IH N JH IH T IH Z HH AA R D N AA T T UW S P R EY JH UW S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1392,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR3/MMSM0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1393,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR3/MMSM0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1394,WHICH CHURCH DO THE SMITHS WORSHIP IN ,TRAIN/DR3/MMSM0/SX386.wav,W IH CH CH ER CH D UW DH AH S M IH TH S W ER SH AH P IH N,W IH CH CH ER CH D UW DH AH S M IH TH S W ER SH AH P IH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1395,MOST YOUNG RISE EARLY EVERY MORNING ,TRAIN/DR3/MMSM0/SX26.wav,M OW S T Y AH NG R AY Z ER L IY EH V ER IY M AO R N IH NG,M OW S T Y AH NG R AY Z ER L IY EH V ER IY M AO R N IH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1396,EVERYTHING IN THE FINAL ANALYSIS REDUCED ITSELF TO SEXUAL SYMBOLISM ,TRAIN/DR3/MMSM0/SI1106.wav,EH V R IY TH IH NG IH N DH AH F AY N AH L AE N AE L IH S IH S R IH D UW S T IH T S EH L F T UW S EH K SH UW AH L S IH M B AH L IH Z AH M,EH V R IY TH IH NG IH N DH AH F AY N AH L AE N AE L IH S IH S R IH D UW S T IH T S EH L F T UW S EH K SH UW AH L S IH M B AH L IH Z AH M,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1397,THE TWO ARTISTS EXCHANGED AUTOGRAPHS ,TRAIN/DR3/MMSM0/SX296.wav,DH AH T UW AA R T IH S T S IH K S CH EY N JH D AO T AH G R AE F S,DH AH T UW AA R T IH S T S IH K S CH EY N JH D AO T AH G R AE F S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1398,SO  IF ANYBODY SOLICITS BY PHONE  MAKE SURE YOU MAIL THE DOUGH TO THE ABOVE ,TRAIN/DR3/MMSM0/SI476.wav,S OW IH F EH N IY B AH D IY S AH L IH S AH T S B AY F OW N M EY K SH UH R Y UW M EY L DH AH D OW T UW DH AH AH B AH V,S OW IH F EH N IY B AH D IY S AH L IH S AH T S B AY F OW N M EY K SH UH R Y UW M EY L DH AH D OW T UW DH AH AH B AH V,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1399,MY DRESS NEEDS SOME WORK ON IT ,TRAIN/DR3/FJLR0/SI1861.wav,M AY D R EH S N IY D Z S AH M W ER K AA N IH T,M AY D R EH S N IY D Z S AH M W ER K AA N IH T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1400,AND THEIR CHRONICLERS ARE NOT THE DRAMATIC POETS BUT THE PROSE NOVELISTS ,TRAIN/DR3/FJLR0/SI1231.wav,AH N D DH EH R K R AA N IH K L ER Z AA R N AA T DH AH D R AH M AE T IH K P OW AH T S B AH T DH AH P R OW Z N AA V AH L AH S T S,AH N D DH EH R K R AA N IH K L ER Z AA R N AA T DH AH D R AH M AE T IH K P OW AH T S B AH T DH AH P R OW Z N AA V AH L AH S T S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1401,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR3/FJLR0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1402,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR3/FJLR0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1403,CHOCOLATE AND ROSES NEVER FAIL AS A ROMANTIC GIFT ,TRAIN/DR3/FJLR0/SX61.wav,CH AO K L AH T AH N D R OW Z IH Z N EH V ER F EY L AE Z AH R OW M AE N T IH K G IH F T,CH AO K L AH T AH N D R OW Z IH Z N EH V ER F EY L AE Z AH R OW M AE N T IH K G IH F T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1404,THOSE WHO TEACH VALUES FIRST ABOLISH CHEATING ,TRAIN/DR3/FJLR0/SX421.wav,DH OW Z HH UW T IY CH V AE L Y UW Z F ER S T AH B AA L IH SH CH IY T IH NG,DH OW Z HH UW T IY CH V AE L Y UW Z F ER S T AH B AA L IH SH CH IY T IH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1405,THE PREVIOUS SPEAKER PRESENTED AMBIGUOUS RESULTS ,TRAIN/DR3/FJLR0/SX151.wav,DH AH P R IY V IY AH S S P IY K ER P R IY Z EH N T IH D AE M B IH G Y UW AH S R IH Z AH L T S,DH AH P R IY V IY AH S S P IY K ER P R IY Z EH N T IH D AE M B IH G Y UW AH S R IH Z AH L T S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1406,BUT THAT EXPLANATION IS ONLY PARTLY TRUE ,TRAIN/DR3/FJLR0/SI601.wav,B AH T DH AE T EH K S P L AH N EY SH AH N IH Z OW N L IY P AA R T L IY T R UW,B AH T DH AE T EH K S P L AH N EY SH AH N IH Z OW N L IY P AA R T L IY T R UW,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1407,THE BIG DOG LOVED TO CHEW ON THE OLD RAG DOLL ,TRAIN/DR3/FJLR0/SX331.wav,DH AH B IH G D AO G L AH V D T UW CH UW AA N DH AH OW L D R AE G D AA L,DH AH B IH G D AO G L AH V D T UW CH UW AA N DH AH OW L D R AE G D AA L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1408,THE HALLWAY OPENS INTO A HUGE CHAMBER ,TRAIN/DR3/FJLR0/SX241.wav,DH AH HH AO L W EY OW P AH N Z IH N T UW AH HH Y UW JH CH EY M B ER,DH AH HH AO L W EY OW P AH N Z IH N T UW AH HH Y UW JH CH EY M B ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1409,BIRTHDAY PARTIES HAVE CUPCAKES AND ICE CREAM ,TRAIN/DR3/MADC0/SX107.wav,B ER TH D EY P AA R T IY Z HH AE V K AH P K EY K S AH N D AY S K R IY M,B ER TH D EY P AA R T IY Z HH AE V K AH P K EY K S AH N D AY S K R IY M,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1410,CARL LIVES IN A LIVELY HOME ,TRAIN/DR3/MADC0/SX17.wav,K AA R L L IH V Z IH N AH L AY V L IY HH OW M,K AA R L L IH V Z IH N AH L AY V L IY HH OW M,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
